Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Age,Gender,Device,kategori,duration_days,Country_Australia,Country_Brazil,Country_Canada,Country_France,Country_Germany,Country_Italy,Country_Mexico,Country_Spain,Country_United Kingdom,Country_United States,Plan Duration_1 Month
0,13,2022-08-29,2023-06-27,48,0,2,1,302,0,0,1,0,0,0,0,0,0,0,1
2,14,2022-08-27,2023-06-28,39,1,4,1,305,0,0,0,0,0,0,0,0,1,0,1
1,12,2022-08-29,2023-06-29,37,1,3,1,304,1,0,0,0,0,0,0,0,0,0,1
0,11,2022-09-13,2023-06-28,37,0,3,1,288,0,0,0,0,1,0,0,0,0,0,1
1,14,2022-09-24,2023-06-27,34,1,3,1,276,0,0,0,1,0,0,0,0,0,0,1
0,15,2022-05-10,2023-06-29,37,1,3,1,415,0,1,0,0,0,0,0,0,0,0,1
2,14,2022-10-18,2023-06-30,37,0,4,1,255,0,0,0,0,0,0,1,0,0,0,1
2,13,2022-10-19,2023-06-28,51,0,2,2,252,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-10-14,2023-06-29,45,1,1,1,258,0,0,0,0,0,1,0,0,0,0,1
1,14,2022-09-30,2023-06-28,29,0,1,1,271,0,0,0,0,0,0,0,1,0,0,1
0,14,2022-09-19,2023-06-30,37,1,1,1,284,0,0,0,0,0,0,0,1,0,0,1
2,10,2022-09-24,2023-06-29,34,1,2,1,278,0,0,0,0,0,0,0,0,0,1,1
1,14,2022-09-28,2023-06-29,35,1,3,1,274,0,0,1,0,0,0,0,0,0,0,1
0,12,2022-09-29,2023-06-27,29,1,1,1,271,0,0,0,0,0,0,0,0,0,1,1
1,11,2022-11-10,2023-01-07,45,1,2,1,58,0,0,0,0,0,0,0,0,0,1,1
0,14,2022-08-11,2023-06-29,36,1,4,1,322,0,0,1,0,0,0,0,0,0,0,1
2,11,2022-11-16,2023-06-28,27,0,1,1,224,0,0,0,0,0,0,0,0,1,0,1
2,10,2022-11-17,2023-06-26,31,0,1,1,221,1,0,0,0,0,0,0,0,0,0,1
0,10,2022-11-20,2023-06-30,41,0,1,1,222,0,0,0,0,1,0,0,0,0,0,1
1,13,2022-11-21,2023-06-29,37,1,4,1,220,0,0,0,1,0,0,0,0,0,0,1
0,12,2022-11-21,2023-06-30,49,0,2,2,221,0,1,0,0,0,0,0,0,0,0,1
2,12,2022-11-18,2023-06-27,37,0,4,1,221,0,0,0,0,0,0,1,0,0,0,1
1,14,2022-10-26,2023-06-29,36,0,3,1,246,0,0,0,0,0,0,0,1,0,0,1
0,13,2022-10-25,2023-06-28,38,0,4,1,246,0,0,0,0,0,1,0,0,0,0,1
1,15,2022-10-26,2023-06-30,49,0,2,2,247,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-10-23,2023-06-26,31,1,1,1,246,0,0,0,0,0,0,0,1,0,0,1
2,13,2022-10-23,2023-06-28,29,0,1,1,248,0,0,0,0,0,0,0,0,0,1,1
2,12,2022-10-16,2023-06-28,35,0,2,1,255,0,0,1,0,0,0,0,0,0,0,1
0,14,2022-09-08,2023-06-29,46,0,2,1,294,0,0,0,0,0,0,0,0,0,1,1
1,10,2022-02-08,2023-06-29,29,0,1,1,506,0,0,0,0,0,0,0,0,0,1,1
0,12,2022-07-16,2023-06-28,43,0,1,1,347,0,0,1,0,0,0,0,0,0,0,1
2,15,2022-07-17,2023-06-28,38,0,2,1,346,0,0,0,0,0,0,0,0,1,0,1
1,14,2022-07-14,2023-06-28,48,0,4,1,349,1,0,0,0,0,0,0,0,0,0,1
0,14,2022-07-16,2023-06-29,41,1,1,1,348,0,0,0,0,1,0,0,0,0,0,1
1,15,2022-06-08,2023-06-29,51,0,1,2,386,0,0,0,1,0,0,0,0,0,0,1
0,14,2022-07-08,2023-06-28,39,1,4,1,355,0,1,0,0,0,0,0,0,0,0,1
2,11,2022-07-08,2023-06-27,31,1,3,1,354,0,0,0,0,0,0,1,0,0,0,1
2,15,2022-04-08,2023-06-29,28,1,1,1,447,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-07-29,2023-06-29,47,1,1,1,335,0,0,0,0,0,1,0,0,0,0,1
1,14,2022-06-19,2023-06-28,35,0,4,1,374,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-09-06,2023-06-29,33,1,3,1,296,0,0,0,0,0,0,0,1,0,0,1
2,11,2022-06-06,2023-06-29,41,1,3,1,388,0,0,0,0,0,0,0,0,0,1,1
1,12,2022-06-06,2023-06-30,38,0,4,1,389,0,0,1,0,0,0,0,0,0,0,1
0,10,2022-11-06,2023-06-28,49,1,1,2,234,0,0,0,0,0,0,0,0,0,1,1
0,14,2022-06-18,2023-06-28,29,0,4,1,375,0,0,0,0,0,0,0,0,0,1,1
0,13,2022-06-27,2023-06-28,50,1,1,2,366,0,0,1,0,0,0,0,0,0,0,1
2,12,2022-05-07,2023-06-29,29,0,2,1,418,0,0,0,0,0,0,0,0,1,0,1
1,15,2022-06-07,2023-06-27,44,1,4,1,385,1,0,0,0,0,0,0,0,0,0,1
0,14,2022-06-16,2023-06-29,36,0,4,1,378,0,0,0,0,1,0,0,0,0,0,1
0,14,2022-05-06,2023-06-30,46,0,4,1,420,0,0,0,1,0,0,0,0,0,0,1
1,14,2022-05-06,2023-06-29,30,1,3,1,419,0,1,0,0,0,0,0,0,0,0,1
2,15,2022-06-06,2023-06-27,46,0,2,1,386,0,0,0,0,0,0,1,0,0,0,1
2,15,2022-07-06,2023-06-28,33,1,3,1,357,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-10-06,2023-06-29,46,0,2,1,266,0,0,0,0,0,1,0,0,0,0,1
1,14,2022-06-13,2023-06-29,50,1,2,2,381,0,0,0,0,0,0,0,1,0,0,1
2,14,2022-06-14,2023-06-27,27,0,4,1,378,0,0,0,0,0,0,0,1,0,0,1
0,12,2022-06-22,2023-06-28,48,0,4,1,371,0,0,0,0,0,0,0,0,0,1,1
2,14,2022-03-07,2023-06-29,50,0,3,2,479,0,0,1,0,0,0,0,0,0,0,1
1,13,2022-05-07,2023-06-29,28,0,2,1,418,0,0,0,0,0,0,0,0,0,1,1
0,15,2022-11-07,2023-06-28,29,0,3,1,233,0,0,0,0,0,0,0,0,0,1,1
1,11,2022-07-17,2023-06-27,36,1,4,1,345,0,0,1,0,0,0,0,0,0,0,1
2,12,2022-07-27,2023-06-28,51,1,1,2,336,0,0,0,0,0,0,0,0,1,0,1
0,15,2022-08-14,2023-06-28,51,1,3,2,318,1,0,0,0,0,0,0,0,0,0,1
2,13,2022-08-15,2023-06-27,43,1,4,1,316,0,0,0,0,1,0,0,0,0,0,1
1,14,2022-02-09,2023-06-27,38,0,1,1,503,0,0,0,1,0,0,0,0,0,0,1
0,11,2022-05-09,2023-06-28,45,0,3,1,415,0,1,0,0,0,0,0,0,0,0,1
2,10,2022-06-09,2023-06-28,28,0,4,1,384,0,0,0,0,0,0,1,0,0,0,1
1,11,2022-06-09,2023-06-29,27,1,3,1,385,0,0,0,0,0,0,0,1,0,0,1
0,11,2022-05-09,2023-06-27,41,0,3,1,414,0,0,0,0,0,1,0,0,0,0,1
1,14,2022-06-09,2023-06-29,49,1,4,2,385,0,0,0,0,0,0,0,1,0,0,1
0,12,2022-08-29,2023-06-28,35,1,3,1,303,0,0,0,0,0,0,0,1,0,0,1
2,13,2022-08-30,2023-06-28,29,0,4,1,302,0,0,0,0,0,0,0,0,0,1,1
2,10,2022-02-09,2023-06-30,42,1,3,1,506,0,0,1,0,0,0,0,0,0,0,1
0,15,2022-09-20,2023-06-28,33,1,2,1,281,0,0,0,0,0,0,0,0,0,1,1
1,10,2022-09-23,2023-06-30,30,1,1,1,280,0,0,0,0,0,0,0,0,0,1,1
0,11,2022-09-29,2023-06-29,43,0,4,1,273,0,0,1,0,0,0,0,0,0,0,1
2,10,2022-09-10,2023-01-07,42,1,3,1,119,0,0,0,0,0,0,0,0,1,0,1
1,11,2022-12-10,2023-06-29,39,1,2,1,201,1,0,0,0,0,0,0,0,0,0,1
0,15,2022-06-10,2023-06-30,32,0,4,1,385,0,0,0,0,1,0,0,0,0,0,1
1,14,2022-09-21,2023-06-28,31,1,3,1,280,0,0,0,1,0,0,0,0,0,0,1
0,13,2022-09-23,2023-01-07,39,1,3,1,106,0,1,0,0,0,0,0,0,0,0,1
2,12,2022-09-28,2023-06-29,41,0,3,1,274,0,0,0,0,0,0,1,0,0,0,1
2,12,2022-09-29,2023-06-29,51,0,4,2,273,0,0,0,0,0,0,0,1,0,0,1
0,13,2022-03-10,2023-06-27,29,1,1,1,474,0,0,0,0,0,1,0,0,0,0,1
1,10,2022-10-28,2023-01-07,33,0,4,1,71,0,0,0,0,0,0,0,1,0,0,1
0,12,2022-11-14,2023-06-29,51,0,2,2,227,0,0,0,0,0,0,0,1,0,0,1
2,11,2022-11-16,2023-01-07,38,1,2,1,52,0,0,0,0,0,0,0,0,0,1,1
1,10,2022-11-17,2023-06-28,37,0,1,1,223,0,0,1,0,0,0,0,0,0,0,1
0,13,2022-11-20,2023-06-30,50,0,1,2,222,0,0,0,0,0,0,0,0,0,1,1
1,12,2022-11-21,2023-06-29,33,1,2,1,220,0,0,0,0,0,0,0,0,0,1,1
0,11,2022-11-19,2023-01-07,27,1,1,1,49,0,0,1,0,0,0,0,0,0,0,1
2,11,2022-10-28,2023-06-27,50,0,3,2,242,0,0,0,0,0,0,0,0,1,0,1
2,15,2022-10-27,2023-06-29,47,0,1,1,245,1,0,0,0,0,0,0,0,0,0,1
0,13,2022-10-27,2023-06-29,41,1,1,1,245,0,0,0,0,1,0,0,0,0,0,1
1,10,2022-10-27,2023-06-30,49,0,1,2,246,0,0,0,1,0,0,0,0,0,0,1
0,15,2022-10-25,2023-06-28,32,1,4,1,246,0,1,0,0,0,0,0,0,0,0,1
2,10,2022-10-17,2023-06-28,38,0,3,1,254,0,0,0,0,0,0,1,0,0,0,1
1,14,2022-08-20,2023-06-29,38,0,3,1,313,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-08-16,2023-06-29,28,0,4,1,317,0,0,0,0,0,1,0,0,0,0,1
1,13,2022-08-15,2023-06-29,31,1,2,1,318,0,0,0,0,0,0,0,1,0,0,1
0,14,2022-08-15,2023-06-29,39,0,3,1,318,0,0,0,0,0,0,0,1,0,0,1
2,11,2022-07-29,2023-06-29,28,0,3,1,335,0,0,0,0,0,0,0,0,0,1,1
2,12,2022-07-17,2023-06-28,30,0,3,1,346,0,0,1,0,0,0,0,0,0,0,1
0,11,2022-07-26,2023-06-29,42,1,2,1,338,0,0,0,0,0,0,0,0,0,1,1
1,14,2022-07-31,2023-06-29,33,0,1,1,333,0,0,0,0,0,0,0,0,0,1,1
0,14,2022-03-08,2023-06-29,34,0,4,1,478,0,0,1,0,0,0,0,0,0,0,1
2,13,2022-04-08,2023-06-29,49,0,4,2,447,0,0,0,0,0,0,0,0,1,0,1
1,13,2022-03-08,2023-06-29,41,1,1,1,478,1,0,0,0,0,0,0,0,0,0,1
0,12,2022-06-27,2023-06-29,28,1,4,1,367,0,0,0,0,1,0,0,0,0,0,1
1,14,2022-06-27,2023-06-28,49,0,1,2,366,0,0,0,1,0,0,0,0,0,0,1
0,15,2022-06-15,2023-06-29,49,1,2,2,379,0,1,0,0,0,0,0,0,0,0,1
2,11,2022-06-13,2023-06-29,36,1,2,1,381,0,0,0,0,0,0,1,0,0,0,1
2,11,2022-12-06,2023-06-30,31,1,4,1,206,0,0,0,0,0,0,0,1,0,0,1
0,10,2022-06-18,2023-06-28,38,1,3,1,375,0,0,0,0,0,1,0,0,0,0,1
1,15,2022-06-26,2023-06-29,34,0,2,1,368,0,0,0,0,0,0,0,1,0,0,1
0,11,2022-06-30,2023-06-30,51,0,3,2,365,0,0,0,0,0,0,0,1,0,0,1
2,13,2022-03-07,2023-06-30,49,1,4,2,480,0,0,0,0,0,0,0,0,0,1,1
1,13,2022-06-19,2023-06-28,27,0,2,1,374,0,0,1,0,0,0,0,0,0,0,1
0,10,2022-08-06,2023-06-29,38,1,4,1,327,0,0,0,0,0,0,0,0,0,1,1
0,10,2022-08-06,2023-06-30,51,1,2,2,328,0,0,0,0,0,0,0,0,0,1,1
0,14,2022-09-06,2023-06-30,47,0,2,1,297,0,0,1,0,0,0,0,0,0,0,1
2,15,2022-09-06,2023-06-27,37,1,3,1,294,0,0,0,0,0,0,0,0,1,0,1
1,13,2022-10-06,2023-06-28,37,0,1,1,265,1,0,0,0,0,0,0,0,0,0,1
0,11,2022-11-06,2023-06-29,39,0,2,1,235,0,0,0,0,1,0,0,0,0,0,1
0,11,2022-06-13,2023-06-29,31,1,3,1,381,0,0,0,1,0,0,0,0,0,0,1
1,13,2022-06-17,2023-06-28,36,1,4,1,376,0,1,0,0,0,0,0,0,0,0,1
2,15,2022-06-27,2023-06-28,42,0,4,1,366,0,0,0,0,0,0,1,0,0,0,1
2,11,2022-05-07,2023-06-29,49,1,1,2,418,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-07-07,2023-06-29,44,0,1,1,357,0,0,0,0,0,1,0,0,0,0,1
1,11,2022-07-16,2023-06-28,33,1,1,1,347,0,0,0,0,0,0,0,1,0,0,1
2,11,2022-07-23,2023-06-27,42,1,2,1,339,0,0,0,0,0,0,0,1,0,0,1
0,13,2022-03-08,2023-06-29,39,1,3,1,478,0,0,0,0,0,0,0,0,0,1,1
2,10,2022-11-08,2023-06-29,49,1,3,2,233,0,0,1,0,0,0,0,0,0,0,1
1,12,2022-08-15,2023-06-30,31,1,3,1,319,0,0,0,0,0,0,0,0,0,1,1
0,14,2022-08-18,2023-06-28,37,1,2,1,314,0,0,0,0,0,0,0,0,0,1,1
1,13,2022-08-26,2023-06-29,30,0,2,1,307,0,0,1,0,0,0,0,0,0,0,1
2,10,2022-03-09,2023-06-28,42,1,3,1,476,0,0,0,0,0,0,0,0,1,0,1
0,15,2022-04-09,2023-06-29,37,0,4,1,446,1,0,0,0,0,0,0,0,0,0,1
2,15,2022-05-09,2023-06-30,36,1,1,1,417,0,0,0,0,1,0,0,0,0,0,1
1,11,2022-01-09,2023-06-29,28,0,1,1,536,0,0,0,1,0,0,0,0,0,0,1
0,15,2022-08-31,2023-06-30,36,1,2,1,303,0,1,0,0,0,0,0,0,0,0,1
2,14,2022-01-09,2023-06-29,31,0,2,1,536,0,0,0,0,0,0,1,0,0,0,1
1,14,2022-09-17,2023-01-07,46,1,4,1,112,0,0,0,0,0,0,0,1,0,0,1
0,13,2022-09-21,2023-06-28,28,1,1,1,280,0,0,0,0,0,1,0,0,0,0,1
1,15,2022-09-29,2023-01-07,31,1,2,1,100,0,0,0,0,0,0,0,1,0,0,1
0,12,2022-06-10,2023-06-29,43,1,4,1,384,0,0,0,0,0,0,0,1,0,0,1
2,10,2022-12-10,2023-02-07,28,1,1,1,59,0,0,0,0,0,0,0,0,0,1,1
2,13,2022-07-10,2023-06-30,32,0,3,1,355,0,0,1,0,0,0,0,0,0,0,1
0,12,2022-04-10,2023-06-30,31,0,1,1,446,0,0,0,0,0,0,0,0,0,1,1
1,11,2022-09-24,2023-06-28,45,1,4,1,277,0,0,0,0,0,0,0,0,0,1,1
0,14,2022-09-25,2023-01-07,36,1,3,1,104,0,0,1,0,0,0,0,0,0,0,1
2,14,2022-09-27,2023-06-30,35,1,1,1,276,0,0,0,0,0,0,0,0,1,0,1
1,13,2022-09-30,2023-01-07,27,0,2,1,99,1,0,0,0,0,0,0,0,0,0,1
0,13,2022-04-10,2023-06-28,32,1,1,1,444,0,0,0,0,1,0,0,0,0,0,1
1,12,2022-10-24,2023-01-07,46,0,3,1,75,0,0,0,1,0,0,0,0,0,0,1
0,12,2022-10-28,2023-06-30,36,1,4,1,245,0,1,0,0,0,0,0,0,0,0,1
2,13,2022-02-11,2023-01-07,39,1,1,1,330,0,0,0,0,0,0,1,0,0,0,1
2,12,2022-07-11,2023-06-28,48,0,4,1,352,0,0,0,0,0,0,0,1,0,0,1
0,10,2022-10-11,2023-06-30,48,0,4,1,262,0,0,0,0,0,1,0,0,0,0,1
1,14,2022-11-15,2023-06-29,27,0,1,1,226,0,0,0,0,0,0,0,1,0,0,1
0,13,2022-08-11,2023-01-07,45,1,2,1,149,0,0,0,0,0,0,0,1,0,0,1
2,10,2022-01-11,2023-06-27,30,1,1,1,532,0,0,0,0,0,0,0,0,0,1,1
1,15,2022-10-30,2023-06-29,29,1,2,1,242,0,0,1,0,0,0,0,0,0,0,1
0,12,2022-10-28,2023-06-29,43,0,1,1,244,0,0,0,0,0,0,0,0,0,1,1
1,10,2022-10-26,2023-06-30,43,1,1,1,247,0,0,0,0,0,0,0,0,0,1,1
0,15,2022-10-18,2023-06-29,39,0,2,1,254,0,0,1,0,0,0,0,0,0,0,1
2,14,2022-09-30,2023-06-30,27,1,2,1,273,0,0,0,0,0,0,0,0,1,0,1
2,10,2022-03-09,2023-06-29,33,0,2,1,477,1,0,0,0,0,0,0,0,0,0,1
0,10,2022-08-23,2023-06-29,32,0,2,1,310,0,0,0,0,1,0,0,0,0,0,1
1,10,2022-08-16,2023-06-29,37,0,2,1,317,0,0,0,1,0,0,0,0,0,0,1
0,13,2022-11-08,2023-06-30,45,1,3,1,234,0,1,0,0,0,0,0,0,0,0,1
2,10,2022-01-08,2023-06-30,40,0,3,1,538,0,0,0,0,0,0,1,0,0,0,1
1,14,2022-01-08,2023-06-29,44,1,1,1,537,0,0,0,0,0,0,0,1,0,0,1
0,12,2022-01-08,2023-06-29,29,0,2,1,537,0,0,0,0,0,1,0,0,0,0,1
1,14,2022-02-08,2023-06-30,50,1,1,2,507,0,0,0,0,0,0,0,1,0,0,1
0,11,2022-04-08,2023-06-29,32,0,1,1,447,0,0,0,0,0,0,0,1,0,0,1
2,14,2022-04-08,2023-06-29,39,1,1,1,447,0,0,0,0,0,0,0,0,0,1,1
2,15,2022-07-07,2023-06-30,43,0,3,1,358,0,0,1,0,0,0,0,0,0,0,1
0,12,2022-06-27,2023-06-30,49,0,3,2,368,0,0,0,0,0,0,0,0,0,1,1
1,13,2022-06-19,2023-06-29,30,1,2,1,375,0,0,0,0,0,0,0,0,0,1,1
0,12,2022-06-19,2023-06-29,47,1,2,1,375,0,0,1,0,0,0,0,0,0,0,1
2,10,2022-06-18,2023-06-29,51,0,1,2,376,0,0,0,0,0,0,0,0,1,0,1
1,14,2022-06-19,2023-06-30,40,1,2,1,376,1,0,0,0,0,0,0,0,0,0,1
0,14,2022-06-24,2023-06-28,40,1,1,1,369,0,0,0,0,1,0,0,0,0,0,1
1,11,2022-06-30,2023-06-30,49,1,3,2,365,0,0,0,1,0,0,0,0,0,0,1
0,15,2022-02-07,2023-06-30,43,0,2,1,508,0,1,0,0,0,0,0,0,0,0,1
2,14,2022-06-26,2023-01-07,44,0,3,1,195,0,0,0,0,0,0,1,0,0,0,1
2,13,2022-06-21,2023-06-28,27,1,3,1,372,0,0,0,0,0,0,0,1,0,0,1
0,14,2022-06-16,2023-06-29,30,1,2,1,378,0,0,0,0,0,1,0,0,0,0,1
1,14,2022-09-06,2023-06-30,47,1,4,1,297,0,0,0,0,0,0,0,1,0,0,1
0,13,2022-10-06,2023-06-30,51,1,3,2,267,0,0,0,0,0,0,0,1,0,0,1
2,15,2022-10-06,2023-06-28,31,0,1,1,265,0,0,0,0,0,0,0,0,0,1,1
1,13,2022-11-06,2023-06-29,34,0,2,1,235,0,0,1,0,0,0,0,0,0,0,1
0,11,2022-12-06,2023-06-30,28,0,1,1,206,0,0,0,0,0,0,0,0,0,1,1
0,15,2022-06-15,2023-06-30,32,1,3,1,380,0,0,0,0,0,0,0,0,0,1,1
0,11,2022-06-25,2023-06-29,41,1,4,1,369,0,0,1,0,0,0,0,0,0,0,1
2,13,2022-06-30,2023-06-28,40,1,4,1,363,0,0,0,0,0,0,0,0,1,0,1
1,12,2022-06-07,2023-06-30,46,1,4,1,388,1,0,0,0,0,0,0,0,0,0,1
0,13,2022-09-07,2023-06-29,47,1,4,1,295,0,0,0,0,1,0,0,0,0,0,1
0,14,2022-07-18,2023-06-29,45,0,1,1,346,0,0,0,1,0,0,0,0,0,0,1
1,10,2022-07-24,2023-06-28,28,0,3,1,339,0,1,0,0,0,0,0,0,0,0,1
2,12,2022-07-27,2023-06-30,43,0,3,1,338,0,0,0,0,0,0,1,0,0,0,1
2,11,2022-10-08,2023-06-29,41,1,1,1,264,0,0,0,0,0,0,0,1,0,0,1
0,13,2022-08-16,2023-06-30,32,1,2,1,318,0,0,0,0,0,1,0,0,0,0,1
1,14,2022-08-23,2023-06-29,44,0,3,1,310,0,0,0,0,0,0,0,1,0,0,1
2,11,2022-03-09,2023-06-30,32,1,1,1,478,0,0,0,0,0,0,0,1,0,0,1
0,12,2022-04-09,2023-06-29,47,1,1,1,446,0,0,0,0,0,0,0,0,0,1,1
2,14,2022-05-09,2023-06-29,37,1,4,1,416,0,0,1,0,0,0,0,0,0,0,1
1,13,2022-04-09,2023-01-07,40,0,3,1,273,0,0,0,0,0,0,0,0,0,1,1
0,11,2022-08-31,2023-06-29,48,0,4,1,302,0,0,0,0,0,0,0,0,0,1,1
1,10,2022-01-09,2023-02-07,48,1,1,1,394,0,0,1,0,0,0,0,0,0,0,1
2,10,2022-09-15,2023-06-29,35,1,1,1,287,0,0,0,0,0,0,0,0,1,0,1
0,15,2022-09-18,2023-03-07,28,1,4,1,170,1,0,0,0,0,0,0,0,0,0,1
2,11,2022-09-28,2023-06-29,35,0,4,1,274,0,0,0,0,1,0,0,0,0,0,1
1,13,2022-09-30,2023-01-07,43,1,3,1,99,0,0,0,1,0,0,0,0,0,0,1
0,15,2022-07-10,2023-06-29,39,1,1,1,354,0,1,0,0,0,0,0,0,0,0,1
2,10,2022-08-10,2023-02-07,38,0,1,1,181,0,0,0,0,0,0,1,0,0,0,1
1,14,2022-08-10,2023-06-30,36,0,4,1,324,0,0,0,0,0,0,0,1,0,0,1
0,11,2022-03-10,2023-01-07,42,0,1,1,303,0,0,0,0,0,1,0,0,0,0,1
1,14,2022-04-10,2023-06-28,27,1,2,1,444,0,0,0,0,0,0,0,1,0,0,1
0,12,2022-02-10,2023-01-07,48,1,1,1,331,0,0,0,0,0,0,0,1,0,0,1
2,13,2022-01-10,2023-06-30,27,0,4,1,536,0,0,0,0,0,0,0,0,0,1,1
2,15,2022-03-10,2023-02-07,49,1,3,2,334,0,0,1,0,0,0,0,0,0,0,1
0,11,2022-10-20,2023-06-28,29,1,2,1,251,0,0,0,0,0,0,0,0,0,1,1
1,11,2022-10-21,2023-01-07,44,1,1,1,78,0,0,0,0,0,0,0,0,0,1,1
0,11,2022-10-28,2023-06-30,31,1,3,1,245,0,0,1,0,0,0,0,0,0,0,1
2,13,2022-03-11,2023-01-07,33,1,2,1,302,0,0,0,0,0,0,0,0,1,0,1
1,10,2022-07-11,2023-06-28,36,0,4,1,352,1,0,0,0,0,0,0,0,0,0,1
0,15,2022-12-11,2023-06-30,43,0,1,1,201,0,0,0,0,1,0,0,0,0,0,1
1,14,2022-11-13,2023-06-29,30,0,3,1,228,0,0,0,1,0,0,0,0,0,0,1
0,13,2022-02-11,2023-01-07,44,0,1,1,330,0,1,0,0,0,0,0,0,0,0,1
2,13,2022-01-11,2023-06-29,37,0,1,1,534,0,0,0,0,0,0,1,0,0,0,1
2,14,2022-10-31,2023-06-30,27,1,1,1,242,0,0,0,0,0,0,0,1,0,0,1
0,12,2022-10-28,2023-06-29,35,0,1,1,244,0,0,0,0,0,1,0,0,0,0,1
1,13,2022-10-24,2023-06-30,32,1,4,1,249,0,0,0,0,0,0,0,1,0,0,1
0,12,2022-03-10,2023-06-29,49,0,1,2,476,0,0,0,0,0,0,0,1,0,0,1
2,12,2022-09-13,2023-06-30,45,0,2,1,290,0,0,0,0,0,0,0,0,0,1,1
1,11,2022-02-09,2023-06-30,33,0,3,1,506,0,0,1,0,0,0,0,0,0,0,1
0,14,2022-08-30,2023-06-30,37,0,3,1,304,0,0,0,0,0,0,0,0,0,1,1
1,15,2022-08-25,2023-06-30,29,1,3,1,309,0,0,0,0,0,0,0,0,0,1,1
0,12,2022-11-08,2023-06-30,45,1,4,1,234,0,0,1,0,0,0,0,0,0,0,1
2,11,2022-05-08,2023-06-30,42,0,3,1,418,0,0,0,0,0,0,0,0,1,0,1
2,12,2022-02-08,2023-06-30,32,0,4,1,507,1,0,0,0,0,0,0,0,0,0,1
0,11,2022-03-08,2023-01-07,47,1,3,1,305,0,0,0,0,1,0,0,0,0,0,1
1,12,2022-04-08,2023-01-07,27,1,4,1,274,0,0,0,1,0,0,0,0,0,0,1
0,10,2022-05-08,2023-06-30,35,1,2,1,418,0,1,0,0,0,0,0,0,0,0,1
2,15,2022-12-07,2023-06-30,35,1,1,1,205,0,0,0,0,0,0,1,0,0,0,1
1,10,2022-02-07,2023-06-30,48,1,2,1,508,0,0,0,0,0,0,0,1,0,0,1
0,12,2022-06-26,2023-06-30,36,1,3,1,369,0,0,0,0,0,1,0,0,0,0,1
1,10,2022-06-22,2023-06-29,46,1,3,1,372,0,0,0,0,0,0,0,1,0,0,1
0,13,2022-06-22,2023-06-30,33,0,3,1,373,0,0,0,0,0,0,0,1,0,0,1
2,14,2022-06-19,2023-01-07,43,1,4,1,202,0,0,0,0,0,0,0,0,0,1,1
2,14,2022-06-22,2023-02-07,47,0,3,1,230,0,0,1,0,0,0,0,0,0,0,1
0,15,2022-06-27,2023-06-28,39,0,1,1,366,0,0,0,0,0,0,0,0,0,1,1
1,15,2022-01-07,2023-06-30,30,0,1,1,539,0,0,0,0,0,0,0,0,0,1,1
0,11,2022-06-28,2023-06-30,46,1,2,1,367,0,0,1,0,0,0,0,0,0,0,1
2,13,2022-06-25,2023-01-07,39,1,4,1,196,0,0,0,0,0,0,0,0,1,0,1
1,10,2022-06-22,2023-06-28,28,1,3,1,371,1,0,0,0,0,0,0,0,0,0,1
0,13,2022-09-06,2023-06-29,38,1,3,1,296,0,0,0,0,1,0,0,0,0,0,1
1,13,2022-10-06,2023-06-30,36,1,1,1,267,0,0,0,1,0,0,0,0,0,0,1
0,15,2022-11-06,2023-01-07,33,1,1,1,62,0,1,0,0,0,0,0,0,0,0,1
2,10,2022-11-06,2023-06-28,50,1,3,2,234,0,0,0,0,0,0,1,0,0,0,1
2,10,2022-12-06,2023-06-29,38,1,3,1,205,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-06-13,2023-06-30,29,1,3,1,382,0,0,0,0,0,1,0,0,0,0,1
1,15,2022-06-18,2023-06-30,47,0,4,1,377,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-06-29,2023-06-30,31,0,2,1,366,0,0,0,0,0,0,0,1,0,0,1
2,13,2022-06-30,2023-06-28,40,1,2,1,363,0,0,0,0,0,0,0,0,0,1,1
1,14,2022-01-07,2023-01-07,50,1,1,2,365,0,0,1,0,0,0,0,0,0,0,1
0,11,2022-07-07,2023-06-30,43,0,2,1,358,0,0,0,0,0,0,0,0,0,1,1
0,12,2022-07-13,2023-06-29,35,0,1,1,351,0,0,0,0,0,0,0,0,0,1,1
0,11,2022-07-24,2023-06-29,36,1,1,1,340,0,0,1,0,0,0,0,0,0,0,1
2,15,2022-07-29,2023-06-30,30,1,3,1,336,0,0,0,0,0,0,0,0,1,0,1
1,13,2022-07-31,2023-06-30,47,0,3,1,334,1,0,0,0,0,0,0,0,0,0,1
0,12,2022-09-08,2023-06-30,30,0,1,1,295,0,0,0,0,1,0,0,0,0,0,1
0,11,2022-08-18,2023-01-07,37,1,4,1,142,0,0,0,1,0,0,0,0,0,0,1
1,15,2022-08-20,2023-06-30,34,1,3,1,314,0,1,0,0,0,0,0,0,0,0,1
2,15,2022-08-30,2023-06-30,33,0,4,1,304,0,0,0,0,0,0,1,0,0,0,1
